#    distance            Uy
  5.42101e-18    1.2873e-17
     0.015873     0.0184047
     0.031746     0.0368093
     0.047619      0.055214
    0.0634921     0.0683807
    0.0793651     0.0806231
    0.0952381     0.0928656
     0.111111      0.101661
     0.126984      0.108978
     0.142857      0.116296
      0.15873      0.121605
     0.174603      0.125272
     0.190476      0.128938
     0.206349      0.131543
     0.222222      0.132555
     0.238095      0.133567
     0.253968      0.134066
     0.269841      0.133027
     0.285714      0.131987
     0.301587      0.130766
      0.31746      0.127903
     0.333333      0.125041
     0.349206      0.122179
     0.365079      0.117523
     0.380952      0.112773
     0.396825      0.108023
     0.412698      0.101569
     0.428571     0.0946902
     0.444444      0.087811
     0.460317     0.0793647
      0.47619     0.0700746
     0.492063     0.0607844
     0.507937     0.0502077
      0.52381     0.0383443
     0.539683     0.0264809
     0.555556     0.0137678
     0.571429   -0.00052339
     0.587302    -0.0148146
     0.603175    -0.0294565
     0.619048    -0.0455018
     0.634921     -0.061547
     0.650794    -0.0776081
     0.666667    -0.0939705
      0.68254     -0.110333
     0.698413     -0.126696
     0.714286     -0.141188
     0.730159     -0.155473
     0.746032     -0.169758
     0.761905     -0.179969
     0.777778     -0.188823
     0.793651     -0.197677
     0.809524     -0.201001
     0.825397     -0.200637
      0.84127     -0.200273
     0.857143     -0.194551
     0.873016     -0.182279
     0.888889     -0.170007
     0.904762     -0.154463
     0.920635     -0.131281
     0.936508       -0.1081
     0.952381    -0.0841863
     0.968254    -0.0561242
     0.984127    -0.0280621
            1             0
