#    distance            Ux
  1.54198e-18  -1.10102e-18
     0.015873    -0.0112495
     0.031746    -0.0217661
     0.047619    -0.0316752
    0.0634921    -0.0410828
    0.0793651    -0.0500819
    0.0952381    -0.0587549
     0.111111    -0.0671743
     0.126984    -0.0753881
     0.142857    -0.0834749
      0.15873    -0.0914778
     0.174603    -0.0994314
     0.190476     -0.107361
     0.206349     -0.115283
     0.222222     -0.123204
     0.238095     -0.131118
     0.253968     -0.139009
     0.269841     -0.146847
     0.285714     -0.154593
     0.301587     -0.162196
      0.31746     -0.169592
     0.333333     -0.176709
     0.349206     -0.183409
     0.365079     -0.189628
     0.380952     -0.195262
     0.396825       -0.2002
     0.412698     -0.204326
     0.428571     -0.207525
     0.444444      -0.20968
     0.460317     -0.210544
      0.47619     -0.210133
     0.492063      -0.20836
     0.507937      -0.20515
      0.52381     -0.200447
     0.539683     -0.194211
     0.555556     -0.186425
     0.571429     -0.176919
     0.587302     -0.165893
     0.603175     -0.153389
     0.619048     -0.139465
     0.634921     -0.124188
     0.650794      -0.10763
     0.666667    -0.0898624
      0.68254    -0.0708243
     0.698413    -0.0506853
     0.714286    -0.0294502
     0.730159   -0.00707856
     0.746032     0.0165295
     0.761905     0.0415505
     0.777778     0.0682552
     0.793651      0.097315
     0.809524      0.129091
     0.825397      0.164286
      0.84127      0.203752
     0.857143      0.248474
     0.873016      0.299532
     0.888889      0.358021
     0.904762      0.425961
     0.920635      0.503131
     0.936508      0.589626
     0.952381       0.68477
     0.968254      0.786913
     0.984127      0.893283
            1             1
