#    distance            Uy
  5.42101e-18   1.15793e-17
     0.015873     0.0165551
     0.031746     0.0331102
     0.047619     0.0496653
    0.0634921     0.0614607
    0.0793651     0.0724161
    0.0952381     0.0833715
     0.111111     0.0911317
     0.126984     0.0975225
     0.142857      0.103913
      0.15873      0.108435
     0.174603      0.111429
     0.190476      0.114422
     0.206349      0.116445
     0.222222      0.117012
     0.238095       0.11758
     0.253968      0.117701
     0.269841      0.116483
     0.285714      0.115265
     0.301587      0.113898
      0.31746      0.111194
     0.333333       0.10849
     0.349206      0.105786
     0.365079       0.10168
     0.380952        0.0975
     0.396825     0.0933202
     0.412698     0.0878036
     0.428571     0.0819528
     0.444444     0.0761021
     0.460317     0.0689758
      0.47619     0.0611626
     0.492063     0.0533495
     0.507937     0.0444332
      0.52381     0.0344138
     0.539683     0.0243943
     0.555556     0.0135998
     0.571429    0.00136598
     0.587302    -0.0108679
     0.603175     -0.023452
     0.619048    -0.0374375
     0.634921     -0.051423
     0.650794    -0.0654365
     0.666667    -0.0799832
      0.68254    -0.0945299
     0.698413     -0.109077
     0.714286     -0.122212
     0.730159     -0.135191
     0.746032      -0.14817
     0.761905     -0.157669
     0.777778     -0.166007
     0.793651     -0.174346
     0.809524     -0.177786
     0.825397      -0.17796
      0.84127     -0.178135
     0.857143     -0.173475
     0.873016     -0.162907
     0.888889     -0.152338
     0.904762     -0.138756
     0.920635     -0.118142
     0.936508    -0.0975276
     0.952381    -0.0761955
     0.968254     -0.050797
     0.984127    -0.0253985
            1             0
