#    distance            Uy
  5.42101e-18   9.52063e-18
     0.015873     0.0136118
     0.031746     0.0272236
     0.047619     0.0408354
    0.0634921      0.050158
    0.0793651     0.0587237
    0.0952381     0.0672895
     0.111111     0.0728789
     0.126984     0.0771928
     0.142857     0.0815067
      0.15873     0.0841009
     0.174603     0.0852882
     0.190476     0.0864754
     0.206349     0.0868231
     0.222222     0.0859116
     0.238095         0.085
     0.253968     0.0837487
     0.269841     0.0814781
     0.285714     0.0792075
     0.301587     0.0768448
      0.31746     0.0736533
     0.333333     0.0704618
     0.349206     0.0672703
     0.365079     0.0633887
     0.380952     0.0594707
     0.396825     0.0555527
     0.412698     0.0510723
     0.428571     0.0464512
     0.444444     0.0418302
     0.460317     0.0366993
      0.47619     0.0312938
     0.492063     0.0258884
     0.507937     0.0200299
      0.52381     0.0137184
     0.539683    0.00740696
     0.555556   0.000751468
     0.571429   -0.00654294
     0.587302    -0.0138374
     0.603175    -0.0213092
     0.619048    -0.0294906
     0.634921     -0.037672
     0.650794    -0.0458751
     0.666667    -0.0544905
      0.68254    -0.0631059
     0.698413    -0.0717213
     0.714286    -0.0798038
     0.730159    -0.0878272
     0.746032    -0.0958505
     0.761905      -0.10212
     0.777778     -0.107805
     0.793651      -0.11349
     0.809524     -0.116371
     0.825397     -0.117382
      0.84127     -0.118393
     0.857143     -0.116305
     0.873016     -0.110431
     0.888889     -0.104556
     0.904762    -0.0964354
     0.920635    -0.0830722
     0.936508     -0.069709
     0.952381    -0.0555717
     0.968254    -0.0370478
     0.984127    -0.0185239
            1             0
