#    distance            Ux
  1.54198e-18  -1.00122e-18
     0.015873    -0.0102249
     0.031746    -0.0197415
     0.047619    -0.0286734
    0.0634921    -0.0371255
    0.0793651      -0.04519
    0.0952381    -0.0529496
     0.111111    -0.0604782
     0.126984    -0.0678292
     0.142857    -0.0750819
      0.15873     -0.082284
     0.174603     -0.089475
     0.190476    -0.0966866
     0.206349     -0.103942
     0.222222     -0.111256
     0.238095      -0.11864
     0.253968     -0.126081
     0.269841     -0.133559
     0.285714     -0.141046
     0.301587     -0.148502
      0.31746     -0.155874
     0.333333     -0.163098
     0.349206     -0.170064
     0.365079     -0.176699
     0.380952     -0.182904
     0.396825     -0.188571
     0.412698     -0.193583
     0.428571     -0.197821
     0.444444     -0.201163
     0.460317     -0.203362
      0.47619     -0.204403
     0.492063      -0.20418
     0.507937     -0.202596
      0.52381      -0.19957
     0.539683     -0.195037
     0.555556     -0.188951
     0.571429     -0.181111
     0.587302     -0.171691
     0.603175     -0.160709
     0.619048     -0.148203
     0.634921     -0.134222
     0.650794     -0.118825
     0.666667     -0.102072
      0.68254    -0.0838782
     0.698413    -0.0644275
     0.714286    -0.0437244
     0.730159    -0.0217303
     0.746032    0.00165174
     0.761905     0.0265945
     0.777778     0.0533653
     0.793651     0.0826476
     0.809524      0.114784
     0.825397      0.150474
      0.84127      0.190567
     0.857143      0.236045
     0.873016      0.287983
     0.888889      0.347472
     0.904762      0.416538
     0.920635      0.494947
     0.936508      0.582798
     0.952381      0.679427
     0.968254      0.783198
     0.984127      0.891353
            1             1
