#    distance            Uy
  5.42101e-18   1.39386e-17
     0.015873     0.0199283
     0.031746     0.0398565
     0.047619     0.0597848
    0.0634921     0.0740433
    0.0793651     0.0873012
    0.0952381      0.100559
     0.111111      0.110114
     0.126984      0.118082
     0.142857      0.126049
      0.15873      0.131855
     0.174603      0.135892
     0.190476       0.13993
     0.206349      0.142807
     0.222222      0.143945
     0.238095      0.145084
     0.253968      0.145648
     0.269841      0.144489
     0.285714      0.143331
     0.301587      0.141964
      0.31746      0.138722
     0.333333       0.13548
     0.349206      0.132238
     0.365079       0.12695
     0.380952      0.121555
     0.396825       0.11616
     0.412698      0.108869
     0.428571      0.101104
     0.444444     0.0933387
     0.460317     0.0838877
      0.47619      0.073529
     0.492063     0.0631703
     0.507937     0.0514766
      0.52381      0.038448
     0.539683     0.0254194
     0.555556     0.0115417
     0.571429   -0.00391284
     0.587302    -0.0193674
     0.603175    -0.0351531
     0.619048    -0.0522634
     0.634921    -0.0693736
     0.650794    -0.0864903
     0.666667     -0.103729
      0.68254     -0.120967
     0.698413     -0.138206
     0.714286     -0.153318
     0.730159     -0.168194
     0.746032      -0.18307
     0.761905     -0.193571
     0.777778     -0.202613
     0.793651     -0.211655
     0.809524      -0.21484
     0.825397     -0.214121
      0.84127     -0.213402
     0.857143      -0.20704
     0.873016     -0.193781
     0.888889     -0.180522
     0.904762     -0.163837
     0.920635     -0.139159
     0.936508      -0.11448
     0.952381    -0.0890505
     0.968254     -0.059367
     0.984127    -0.0296835
            1             0
