#    distance            Ux
  1.54198e-18  -9.70456e-19
     0.015873   -0.00990938
     0.031746    -0.0191198
     0.047619    -0.0277507
    0.0634921    -0.0359055
    0.0793651    -0.0436756
    0.0952381    -0.0511436
     0.111111    -0.0583832
     0.126984    -0.0654489
     0.142857    -0.0724204
      0.15873    -0.0793465
     0.174603    -0.0862688
     0.190476    -0.0932208
     0.206349     -0.100228
     0.222222     -0.107309
     0.238095     -0.114481
     0.253968     -0.121731
     0.269841     -0.129045
     0.285714       -0.1364
     0.301587     -0.143759
      0.31746     -0.151074
     0.333333     -0.158285
     0.349206     -0.165292
     0.365079     -0.172021
     0.380952     -0.178376
     0.396825      -0.18425
     0.412698     -0.189529
     0.428571     -0.194093
     0.444444     -0.197818
     0.460317      -0.20046
      0.47619     -0.201994
     0.492063     -0.202307
     0.507937     -0.201295
      0.52381     -0.198868
     0.539683     -0.194953
     0.555556     -0.189493
     0.571429     -0.182276
     0.587302     -0.173463
     0.603175     -0.163066
     0.619048      -0.15111
     0.634921     -0.137639
     0.650794     -0.122704
     0.666667     -0.106359
      0.68254    -0.0885103
     0.698413     -0.069344
     0.714286    -0.0488637
     0.730159    -0.0270302
     0.746032   -0.00374703
     0.761905      0.021158
     0.777778     0.0479508
     0.793651     0.0773199
     0.809524      0.109599
     0.825397      0.145486
      0.84127      0.185827
     0.857143      0.231601
     0.873016      0.283879
     0.888889      0.343746
     0.904762      0.413231
     0.920635      0.492091
     0.936508      0.580425
     0.952381      0.677574
     0.968254       0.78191
     0.984127      0.890681
            1             1
