#    distance            Uy
            0   2.58985e-18
     0.015873     0.0263481
     0.031746     0.0499141
     0.047619     0.0708149
    0.0634921     0.0891896
    0.0793651      0.105193
    0.0952381      0.118992
     0.111111      0.130755
     0.126984      0.140464
     0.142857      0.148503
      0.15873      0.155025
     0.174603       0.16017
     0.190476      0.164062
     0.206349      0.166814
     0.222222      0.168519
     0.238095      0.169156
     0.253968      0.168899
     0.269841      0.167793
     0.285714       0.16587
     0.301587      0.163152
      0.31746       0.15965
     0.333333      0.155365
     0.349206      0.150203
     0.365079      0.144239
     0.380952      0.137457
     0.396825      0.129839
     0.412698      0.121365
     0.428571      0.112015
     0.444444      0.101771
     0.460317     0.0905166
      0.47619     0.0783413
     0.492063     0.0652418
     0.507937     0.0512229
      0.52381     0.0362986
     0.539683     0.0204946
     0.555556     0.0038503
     0.571429     -0.013658
     0.587302    -0.0318583
     0.603175    -0.0506488
     0.619048    -0.0699025
     0.634921    -0.0894642
     0.650794     -0.109147
     0.666667     -0.128732
      0.68254     -0.147891
     0.698413     -0.166337
     0.714286     -0.183732
     0.730159     -0.199705
     0.746032     -0.213858
     0.761905     -0.225776
     0.777778     -0.235037
     0.793651      -0.24085
     0.809524     -0.243154
     0.825397     -0.241648
      0.84127     -0.236113
     0.857143     -0.226442
     0.873016     -0.212651
     0.888889       -0.1949
     0.904762     -0.173131
     0.920635     -0.148252
     0.936508     -0.120848
     0.952381     -0.091591
     0.968254    -0.0612009
     0.984127    -0.0304198
            1             0
