#    distance            Uy
            0    2.7176e-18
     0.015873      0.027647
     0.031746      0.052366
     0.047619     0.0742773
    0.0634921     0.0935252
    0.0793651      0.110272
    0.0952381       0.12469
     0.111111      0.136957
     0.126984      0.147053
     0.142857       0.15538
      0.15873      0.162099
     0.174603      0.167358
     0.190476      0.171287
     0.206349      0.174005
     0.222222      0.175611
     0.238095      0.176082
     0.253968      0.175604
     0.269841      0.174226
     0.285714      0.171986
     0.301587      0.168908
      0.31746      0.165007
     0.333333      0.160289
     0.349206      0.154661
     0.365079      0.148206
     0.380952      0.140911
     0.396825      0.132764
     0.412698      0.123747
     0.428571      0.113847
     0.444444      0.103049
     0.460317     0.0912402
      0.47619     0.0785145
     0.492063      0.064872
     0.507937     0.0503203
      0.52381      0.034876
     0.539683     0.0185669
     0.555556    0.00143401
     0.571429     -0.016543
     0.587302    -0.0351933
     0.603175    -0.0544146
     0.619048    -0.0740796
     0.634921    -0.0940327
     0.650794     -0.114087
     0.666667     -0.134022
      0.68254     -0.153506
     0.698413     -0.172253
     0.714286     -0.189919
     0.730159     -0.206131
     0.746032     -0.220483
     0.761905     -0.232554
     0.777778     -0.241914
     0.793651     -0.247754
     0.809524     -0.250011
     0.825397     -0.248372
      0.84127     -0.242615
     0.857143     -0.232625
     0.873016      -0.21842
     0.888889     -0.200158
     0.904762     -0.177782
     0.920635     -0.152219
     0.936508     -0.124073
     0.952381    -0.0940292
     0.968254    -0.0628281
     0.984127    -0.0312292
            1             0
