#    distance            Ux
  1.38778e-17             0
     0.015873   -0.00752925
     0.031746    -0.0150585
     0.047619    -0.0225878
    0.0634921    -0.0288014
    0.0793651    -0.0347829
    0.0952381    -0.0407644
     0.111111    -0.0461797
     0.126984    -0.0513522
     0.142857    -0.0565247
      0.15873    -0.0615441
     0.174603    -0.0664383
     0.190476    -0.0713324
     0.206349    -0.0762674
     0.222222    -0.0812638
     0.238095    -0.0862602
     0.253968    -0.0913388
     0.269841     -0.096664
     0.285714     -0.101989
     0.301587     -0.107349
      0.31746     -0.113024
     0.333333     -0.118698
     0.349206     -0.124373
     0.365079     -0.130139
     0.380952      -0.13591
     0.396825      -0.14168
     0.412698     -0.147057
     0.428571     -0.152334
     0.444444     -0.157612
     0.460317     -0.161961
      0.47619     -0.165811
     0.492063      -0.16966
     0.507937       -0.1722
      0.52381     -0.173431
     0.539683     -0.174661
     0.555556     -0.174541
     0.571429     -0.171913
     0.587302     -0.169284
     0.603175     -0.165678
     0.619048     -0.158164
     0.634921     -0.150649
     0.650794     -0.142856
     0.666667     -0.129758
      0.68254      -0.11666
     0.698413     -0.103562
     0.714286    -0.0848041
     0.730159    -0.0654171
     0.746032    -0.0460301
     0.761905    -0.0205756
     0.777778    0.00690148
     0.793651     0.0343785
     0.809524      0.069416
     0.825397      0.109494
      0.84127      0.149572
     0.857143      0.198907
     0.873016      0.259559
     0.888889       0.32021
     0.904762      0.389414
     0.920635      0.478574
     0.936508      0.567734
     0.952381      0.660495
     0.968254      0.773663
     0.984127      0.886832
            1             1
