#    distance            Ux
  1.54198e-18  -8.96072e-19
     0.015873   -0.00914494
     0.031746    -0.0176017
     0.047619    -0.0254869
    0.0634921    -0.0329001
    0.0793651    -0.0399287
    0.0952381    -0.0466524
     0.111111    -0.0531435
     0.126984    -0.0594554
     0.142857    -0.0656697
      0.15873     -0.071838
     0.174603    -0.0780054
     0.190476    -0.0842111
     0.206349    -0.0904875
     0.222222    -0.0968603
     0.238095     -0.103361
     0.253968     -0.109987
     0.269841     -0.116736
     0.285714     -0.123597
     0.301587     -0.130548
      0.31746     -0.137556
     0.333333     -0.144576
     0.349206     -0.151538
     0.365079     -0.158369
     0.380952     -0.164984
     0.396825     -0.171287
     0.412698      -0.17717
     0.428571     -0.182518
     0.444444     -0.187208
     0.460317     -0.191009
      0.47619     -0.193867
     0.492063     -0.195656
     0.507937     -0.196253
      0.52381     -0.195546
     0.539683     -0.193434
     0.555556     -0.189831
     0.571429     -0.184493
     0.587302     -0.177545
     0.603175     -0.168964
     0.619048     -0.158747
     0.634921     -0.146908
     0.650794     -0.133473
     0.666667     -0.118475
      0.68254     -0.101782
     0.698413    -0.0835834
     0.714286    -0.0638749
     0.730159    -0.0426115
     0.746032    -0.0196938
     0.761905    0.00505017
     0.777778     0.0318842
     0.793651     0.0615132
     0.809524     0.0942408
     0.825397      0.130754
      0.84127      0.171887
     0.857143      0.218601
     0.873016      0.271946
     0.888889      0.332989
     0.904762      0.403745
     0.920635      0.483947
     0.936508      0.573692
     0.952381      0.672332
     0.968254      0.778264
     0.984127      0.888774
            1             1
