#    distance            Uy
  5.42101e-18   1.34396e-17
     0.015873     0.0192148
     0.031746     0.0384295
     0.047619     0.0576443
    0.0634921     0.0713953
    0.0793651     0.0841821
    0.0952381     0.0969689
     0.111111      0.106177
     0.126984      0.113852
     0.142857      0.121527
      0.15873      0.127116
     0.174603      0.130999
     0.190476      0.134881
     0.206349      0.137652
     0.222222      0.138756
     0.238095      0.139859
     0.253968      0.140417
     0.269841       0.13934
     0.285714      0.138263
     0.301587      0.136989
      0.31746      0.133946
     0.333333      0.130904
     0.349206      0.127861
     0.365079      0.122882
     0.380952        0.1178
     0.396825      0.112719
     0.412698       0.10582
     0.428571     0.0984669
     0.444444     0.0911135
     0.460317     0.0821184
      0.47619     0.0722395
     0.492063     0.0623605
     0.507937     0.0511609
      0.52381     0.0386407
     0.539683     0.0261205
     0.555556     0.0127467
     0.571429   -0.00221201
     0.587302    -0.0171708
     0.603175    -0.0324707
     0.619048    -0.0491353
     0.634921    -0.0657999
     0.650794    -0.0824751
     0.666667    -0.0993518
      0.68254     -0.116229
     0.698413     -0.133105
     0.714286     -0.147964
     0.730159     -0.162599
     0.746032     -0.177234
     0.761905      -0.18762
     0.777778      -0.19659
     0.793651     -0.205559
     0.809524      -0.20881
     0.825397     -0.208247
      0.84127     -0.207685
     0.857143     -0.201601
     0.873016     -0.188769
     0.888889     -0.175937
     0.904762     -0.159747
     0.920635     -0.135717
     0.936508     -0.111688
     0.952381    -0.0869178
     0.968254    -0.0579452
     0.984127    -0.0289726
            1             0
