#    distance            Ux
  1.38778e-17             0
     0.015873   -0.00843534
     0.031746    -0.0168707
     0.047619     -0.025306
    0.0634921    -0.0324179
    0.0793651    -0.0392963
    0.0952381    -0.0461746
     0.111111    -0.0525211
     0.126984    -0.0586396
     0.142857    -0.0647582
      0.15873    -0.0707515
     0.174603    -0.0766423
     0.190476    -0.0825332
     0.206349    -0.0884628
     0.222222    -0.0944505
     0.238095     -0.100438
     0.253968     -0.106476
     0.269841     -0.112666
     0.285714     -0.118856
     0.301587     -0.125049
      0.31746     -0.131276
     0.333333     -0.137503
     0.349206     -0.143729
     0.365079     -0.149535
     0.380952     -0.155319
     0.396825     -0.161103
     0.412698      -0.16589
     0.428571     -0.170427
     0.444444     -0.174964
     0.460317     -0.178006
      0.47619     -0.180244
     0.492063     -0.182482
     0.507937      -0.18301
      0.52381     -0.181828
     0.539683     -0.180647
     0.555556     -0.177944
     0.571429     -0.172415
     0.587302     -0.166886
     0.603175     -0.160385
     0.619048     -0.149997
     0.634921     -0.139608
     0.650794     -0.128971
     0.666667     -0.113606
      0.68254    -0.0982417
     0.698413     -0.082877
     0.714286    -0.0628116
     0.730159     -0.042224
     0.746032    -0.0216363
     0.761905     0.0040664
     0.777778     0.0314742
     0.793651     0.0588819
     0.809524     0.0931644
     0.825397       0.13203
      0.84127      0.170896
     0.857143        0.2187
     0.873016      0.277431
     0.888889      0.336161
     0.904762      0.403372
     0.920635       0.49037
     0.936508      0.577368
     0.952381       0.66792
     0.968254      0.778613
     0.984127      0.889307
            1             1
