#    distance            Uy
  5.42101e-18   1.22475e-17
     0.015873     0.0175105
     0.031746      0.035021
     0.047619     0.0525315
    0.0634921     0.0650426
    0.0793651     0.0766714
    0.0952381     0.0883003
     0.111111     0.0966123
     0.126984      0.103503
     0.142857      0.110393
      0.15873       0.11535
     0.174603      0.118724
     0.190476      0.122098
     0.206349      0.124459
     0.222222      0.125299
     0.238095       0.12614
     0.253968      0.126502
     0.269841      0.125426
     0.285714       0.12435
     0.301587      0.123108
      0.31746      0.120372
     0.333333      0.117636
     0.349206        0.1149
     0.365079       0.11055
     0.380952      0.106116
     0.396825      0.101682
     0.412698     0.0957034
     0.428571     0.0893391
     0.444444     0.0829749
     0.460317      0.075162
      0.47619     0.0665689
     0.492063     0.0579758
     0.507937     0.0481632
      0.52381     0.0371311
     0.539683     0.0260989
     0.555556     0.0142383
     0.571429   0.000839276
     0.587302    -0.0125598
     0.603175    -0.0263152
     0.619048    -0.0414957
     0.634921    -0.0566762
     0.650794    -0.0718787
     0.666667    -0.0874988
      0.68254     -0.103119
     0.698413     -0.118739
     0.714286     -0.132689
     0.730159     -0.146453
     0.746032     -0.160218
     0.761905     -0.170156
     0.777778     -0.178818
     0.793651     -0.187481
     0.809524     -0.190875
     0.825397     -0.190757
      0.84127     -0.190639
     0.857143     -0.185383
     0.873016     -0.173847
     0.888889     -0.162312
     0.904762     -0.147615
     0.920635     -0.125544
     0.936508     -0.103473
     0.952381    -0.0806783
     0.968254    -0.0537855
     0.984127    -0.0268928
            1             0
