#    distance            Uy
            0   2.69228e-18
     0.015873     0.0273896
     0.031746     0.0518803
     0.047619     0.0735918
    0.0634921     0.0926673
    0.0793651      0.109268
    0.0952381      0.123564
     0.111111      0.135734
     0.126984      0.145755
     0.142857      0.154028
      0.15873      0.160711
     0.174603       0.16595
     0.190476      0.169876
     0.206349      0.172603
     0.222222      0.174232
     0.238095       0.17474
     0.253968      0.174309
     0.269841      0.172988
     0.285714      0.170813
     0.301587      0.167809
      0.31746      0.163988
     0.333333      0.159357
     0.349206      0.153821
     0.365079      0.147463
     0.380952       0.14027
     0.396825      0.132226
     0.412698      0.123315
     0.428571      0.113522
     0.444444       0.10283
     0.460317     0.0911277
      0.47619     0.0785072
     0.492063     0.0649681
     0.507937     0.0505174
      0.52381     0.0351714
     0.539683     0.0189575
     0.555556    0.00191636
     0.571429    -0.0159729
     0.587302     -0.034539
     0.603175      -0.05368
     0.619048    -0.0732683
     0.634921    -0.0931486
     0.650794     -0.113134
     0.666667     -0.133004
      0.68254     -0.152427
     0.698413     -0.171118
     0.714286     -0.188734
     0.730159     -0.204901
     0.746032     -0.219216
     0.761905     -0.231257
     0.777778     -0.240599
     0.793651     -0.246433
     0.809524     -0.248699
     0.825397     -0.247086
      0.84127     -0.241371
     0.857143     -0.231441
     0.873016     -0.217315
     0.888889      -0.19915
     0.904762     -0.176889
     0.920635     -0.151458
     0.936508     -0.123453
     0.952381    -0.0935604
     0.968254    -0.0625149
     0.984127    -0.0310733
            1             0
