#    distance            Ux
  1.38778e-17             0
     0.015873   -0.00611644
     0.031746    -0.0122329
     0.047619    -0.0183493
    0.0634921    -0.0230427
    0.0793651     -0.027485
    0.0952381    -0.0319272
     0.111111    -0.0356439
     0.126984    -0.0390496
     0.142857    -0.0424553
      0.15873    -0.0455775
     0.174603    -0.0484677
     0.190476    -0.0513578
     0.206349    -0.0542113
     0.222222    -0.0570097
     0.238095    -0.0598081
     0.253968    -0.0626659
     0.269841    -0.0657016
     0.285714    -0.0687374
     0.301587    -0.0718196
      0.31746    -0.0753209
     0.333333    -0.0788221
     0.349206    -0.0823233
     0.365079     -0.086379
     0.380952    -0.0904637
     0.396825    -0.0945485
     0.412698    -0.0990828
     0.428571     -0.103729
     0.444444     -0.108376
     0.460317     -0.113239
      0.47619     -0.118217
     0.492063     -0.123196
     0.507937     -0.128068
      0.52381     -0.132833
     0.539683     -0.137598
     0.555556     -0.141939
     0.571429     -0.145494
     0.587302      -0.14905
     0.603175     -0.152049
     0.619048     -0.152827
     0.634921     -0.153606
     0.650794     -0.154135
     0.666667     -0.149927
      0.68254      -0.14572
     0.698413     -0.141513
     0.714286      -0.13019
     0.730159     -0.118077
     0.746032     -0.105964
     0.761905    -0.0849993
     0.777778    -0.0610838
     0.793651    -0.0371682
     0.809524   -0.00288985
     0.825397      0.038297
      0.84127     0.0794838
     0.857143        0.1317
     0.873016      0.197397
     0.888889      0.263094
     0.904762      0.338029
     0.920635       0.43452
     0.936508      0.531011
     0.952381      0.631456
     0.968254      0.754304
     0.984127      0.877152
            1             1
