#    distance            Ux
  1.54198e-18  -1.13073e-18
     0.015873    -0.0115544
     0.031746    -0.0223674
     0.047619    -0.0325651
    0.0634921    -0.0422533
    0.0793651    -0.0515247
    0.0952381    -0.0604611
     0.111111    -0.0691343
     0.126984    -0.0775903
     0.142857    -0.0859075
      0.15873     -0.094128
     0.174603     -0.102285
     0.190476     -0.110401
     0.206349     -0.118493
     0.222222     -0.126563
     0.238095     -0.134602
     0.253968     -0.142592
     0.269841     -0.150502
     0.285714     -0.158291
     0.301587     -0.165905
      0.31746     -0.173278
     0.333333     -0.180334
     0.349206      -0.18693
     0.365079     -0.193007
     0.380952     -0.198457
     0.396825      -0.20317
     0.412698     -0.207032
     0.428571     -0.209928
     0.444444     -0.211747
     0.460317     -0.212238
      0.47619     -0.211429
     0.492063     -0.209237
     0.507937     -0.205593
      0.52381     -0.200448
     0.539683      -0.19377
     0.555556     -0.185546
     0.571429     -0.175618
     0.587302     -0.164188
     0.603175     -0.151306
     0.619048     -0.137034
     0.634921     -0.121442
     0.650794     -0.104605
     0.666667    -0.0865953
      0.68254    -0.0673579
     0.698413     -0.047058
     0.714286    -0.0256995
     0.730159   -0.00324106
     0.746032     0.0204184
     0.761905     0.0454565
     0.777778     0.0721448
     0.793651      0.101152
     0.809524      0.132842
     0.825397      0.167919
      0.84127      0.207234
     0.857143      0.251772
     0.873016      0.302612
     0.888889      0.360849
     0.904762        0.4285
     0.920635      0.505346
     0.936508       0.59148
     0.952381      0.686224
     0.968254      0.787924
     0.984127      0.893808
            1             1
