#    distance            Ux
  1.38778e-17             0
     0.015873   -0.00883929
     0.031746    -0.0176786
     0.047619    -0.0265179
    0.0634921    -0.0340193
    0.0793651    -0.0412846
    0.0952381      -0.04855
     0.111111    -0.0552817
     0.126984    -0.0617847
     0.142857    -0.0682878
      0.15873    -0.0746599
     0.174603    -0.0809249
     0.190476    -0.0871899
     0.206349    -0.0934777
     0.222222    -0.0997999
     0.238095     -0.106122
     0.253968     -0.112472
     0.269841     -0.118907
     0.285714     -0.125341
     0.301587     -0.131764
      0.31746     -0.138081
     0.333333     -0.144398
     0.349206     -0.150714
     0.365079     -0.156399
     0.380952     -0.162051
     0.396825     -0.167702
     0.412698      -0.17214
     0.428571     -0.176273
     0.444444     -0.180407
     0.460317     -0.182869
      0.47619      -0.18443
     0.492063     -0.185991
     0.507937     -0.185736
      0.52381     -0.183667
     0.539683     -0.181597
     0.555556     -0.177977
     0.571429     -0.171478
     0.587302     -0.164979
     0.603175     -0.157526
     0.619048     -0.146253
     0.634921     -0.134981
     0.650794     -0.123472
     0.666667     -0.107466
      0.68254    -0.0914611
     0.698413    -0.0754558
     0.714286     -0.055061
     0.730159    -0.0341784
     0.746032    -0.0132958
     0.761905     0.0124231
     0.777778     0.0397541
     0.793651      0.067085
     0.809524      0.101096
     0.825397      0.139559
      0.84127      0.178023
     0.857143      0.225328
     0.873016      0.283441
     0.888889      0.341553
     0.904762      0.408115
     0.920635      0.494391
     0.936508      0.580668
     0.952381      0.670479
     0.968254      0.780319
     0.984127       0.89016
            1             1
